"","mean","sd","0.025quant","0.5quant","0.975quant","mode"
"fitted.Predictor.01665",0.0204087410159569,0.0027203785249902,0.0155796604466962,0.0202314605603262,0.0262562757940745,0.019896464629089
"fitted.Predictor.01666",0.0113993897445276,0.00287441011569417,0.00676413081417019,0.0110630589237334,0.0179580074250704,0.0104209274610845
"fitted.Predictor.01667",0.0399095655470538,0.00301893074342762,0.0342442049773006,0.0398194300243987,0.0460964658208678,0.0396477125825108
"fitted.Predictor.01668",0.0635758769769683,0.0102619089855698,0.0454866612357127,0.0628365985450358,0.0860422946708497,0.0616280052357638
"fitted.Predictor.01669",0.0571760499371003,0.00652354652777449,0.0453743917114993,0.0568170291928474,0.0710452229052808,0.0561545297622414
"fitted.Predictor.01670",0.0346528787623227,0.00437636615789298,0.0268428666265342,0.034382896714296,0.044014623955434,0.0338683420736762
"fitted.Predictor.01671",0.0254791196888944,0.00509791832265779,0.0169389775281878,0.0249810015172066,0.0368821449684535,0.0240494474846514
"fitted.Predictor.01672",0.0653186436156424,0.00914162586182633,0.0489123360319835,0.064785745660201,0.084801628040038,0.0637876017094749
"fitted.Predictor.01673",0.0525756517854129,0.00407299853643802,0.0449431511154629,0.0524502028119685,0.0609301084195574,0.0522091790200789
"fitted.Predictor.01674",0.0748751973110286,0.00845860795523571,0.0595312519391213,0.0744244463626018,0.0928108137487887,0.0735895949134764
"fitted.Predictor.01675",0.0457254414227877,0.0057881825690299,0.0353846354167675,0.0453723912818578,0.0580921984688061,0.044697518238426
"fitted.Predictor.01676",0.0451862721900504,0.00571234078796785,0.0349646632941647,0.0448400314389911,0.0573998241988689,0.0441869493495977
"fitted.Predictor.01677",0.0167023693768894,0.00418378331484984,0.00993907636622118,0.0162181374011936,0.0262339967124234,0.0152915511240393
"fitted.Predictor.01678",0.0577143150787585,0.00425703783458079,0.0497053892421188,0.0575941109025341,0.0664196182717726,0.0573655197367677
"fitted.Predictor.01679",0.0577640717876005,0.00708532038437207,0.0446553834310965,0.0574852245771855,0.0725407588570588,0.0570098899302122
"fitted.Predictor.01680",0.213091953678814,0.0229920773833878,0.170816845269243,0.212060438939895,0.26128587202795,0.210100533495421
"fitted.Predictor.01681",0.0502270123154478,0.00621877060427145,0.0390904185315216,0.0498562714350305,0.0634945655690873,0.0491488695565488
"fitted.Predictor.01682",0.259030596162941,0.0352504174828375,0.195366948613217,0.257080912597776,0.333705588281129,0.253200244695429
"fitted.Predictor.01683",0.0755796569553489,0.00562941630982187,0.0649892724486539,0.0754204742543857,0.0870881603147551,0.0751156325888342
"fitted.Predictor.01684",0.328608919969982,0.0291891932961696,0.273285098060586,0.327903981664425,0.387987301842346,0.32654159766255
"fitted.Predictor.01685",0.0817287608288443,0.00636224729858201,0.0698032392663415,0.0815341079566306,0.0947709479106264,0.0811573194246713
"fitted.Predictor.01686",0.071348582898124,0.00889915377024282,0.0553865185310628,0.0708272395237001,0.0902976069406837,0.069826149036537
"fitted.Predictor.01687",0.10617313699967,0.00810337429576897,0.0909428591608163,0.105939653636126,0.122742428916006,0.105487326894597
"fitted.Predictor.01688",0.0960018383586621,0.00604939260682733,0.0846767955632274,0.0958134977295544,0.10839831281187,0.0954384044278021
"fitted.Predictor.01689",0.124155492940688,0.00790792812079814,0.109324382774773,0.123919017468787,0.140330590538666,0.123447660694752
"fitted.Predictor.01690",0.0222249084641363,0.00146057377195835,0.0195083196876793,0.0221731959522527,0.0252358900496381,0.0220705345279449
"fitted.Predictor.01691",0.0222655479706757,0.00280850772225645,0.0171903969240013,0.0221088005054775,0.0282542134166129,0.0218298471990118
"fitted.Predictor.01692",0.0380198475882789,0.00511460648810872,0.0289103339527364,0.0376905047529493,0.0490443278605823,0.037100334235732
"fitted.Predictor.01693",0.0321384787433068,0.00385981329597006,0.0253317146519461,0.0318655228958794,0.0404997456031935,0.0313462852636304
"fitted.Predictor.01694",0.0192844970957391,0.00260351304208092,0.014731634184864,0.0190913191586319,0.0249419516909737,0.0187214743327493
"fitted.Predictor.01695",0.0368574872984201,0.00536083344184234,0.0274317956936625,0.0364765353826599,0.0484743023083971,0.0357600409439971
"fitted.Predictor.01696",0.0223082910046335,0.00308004460349721,0.0169319554466016,0.0220760800764702,0.0290118392818969,0.0216320182820305
"fitted.Predictor.01697",0.0478769313430988,0.00580138083403074,0.0376230697413123,0.0474713810102784,0.0604556011936546,0.0467205707701053
"fitted.Predictor.01698",0.0294515483353045,0.00201339292157396,0.0257101356796001,0.0293792124572622,0.0336046217176646,0.0292355627557541
"fitted.Predictor.01699",0.0736675189342061,0.00965005205092664,0.056294993065356,0.073103608234383,0.0943278648900011,0.0721053120967732
"fitted.Predictor.01700",0.0189088486963742,0.00138779684714535,0.0163394177615037,0.0188558158137848,0.0217798063856096,0.0187505183917925
"fitted.Predictor.01701",0.016400640226678,0.00228473077069342,0.0124157763333208,0.0162280613578542,0.0213717598129716,0.0158972319931884
"fitted.Predictor.01702",0.0250841714218175,0.00188923473469623,0.0215889419992982,0.0250111589569687,0.0289941796732868,0.0248661175079972
"fitted.Predictor.01703",0.0419543709929968,0.002703737514166,0.0369159545764393,0.0418620297448655,0.047518461334703,0.0416785403341585
"fitted.Predictor.01704",0.0526881272586229,0.00682499758714201,0.0405839784648408,0.0522348695194227,0.0673856819820467,0.0513767266235927
"fitted.Predictor.01705",0.0364923906852672,0.00483431881177855,0.0280062367094943,0.0361445034351463,0.0469667573622494,0.0354764999469295
"fitted.Predictor.01706",0.0817733803529077,0.00956084987992925,0.0647643818722493,0.0811501616223542,0.102322746710959,0.07995318170935
"fitted.Predictor.01707",0.0552311146072787,0.00366668546578914,0.0483984227193951,0.0551060179076815,0.0627756677186289,0.0548572959623928
"fitted.Predictor.01708",0.0481206787487249,0.00636563620694834,0.0369246906532527,0.0476704230909321,0.0618888462409511,0.0468036178413315
"fitted.Predictor.01709",0.0606153535847863,0.00380120736684881,0.0535173813704658,0.0604905187975886,0.0684239093003446,0.0602422612252433
"fitted.Predictor.01710",0.0528461039666458,0.00686041715360022,0.0407586796888666,0.0523672116906665,0.0676690787276457,0.0514454303574078
"fitted.Predictor.01711",0.0793030119849241,0.00503516338957392,0.0698912332342534,0.0791411953602882,0.0896356749872931,0.0788191558771049
"fitted.Predictor.01712",0.0857270037129236,0.00577890487318431,0.0749436757821634,0.0855353345874637,0.0976003905173585,0.08515364003979
"fitted.Predictor.01713",0.111223159164606,0.0073151874702716,0.0975347357170866,0.110993905891045,0.126214839752235,0.110537001608319
"fitted.Predictor.01714",0.0964334042557609,0.00605678729586372,0.0850935901693704,0.0962451539455075,0.108844217508702,0.0958702333837747
"fitted.Predictor.01715",0.0844561444401507,0.0107140989766185,0.0654553080906004,0.0837508493139408,0.107481730831646,0.0823859130410272
"fitted.Predictor.01716",0.124698429771809,0.0079555078307899,0.109778862447807,0.124460298947461,0.14097141777512,0.123985612716246
"fitted.Predictor.01717",0.124766637676929,0.0143794600675691,0.0983050340465423,0.124129335332114,0.154928684834069,0.122975340191986
"fitted.Predictor.01718",0.0223333255868529,0.00147056141778279,0.0195984824831899,0.022281158664909,0.0253651601556473,0.0221775903752857
"fitted.Predictor.01719",0.0282052040384115,0.00375204383885725,0.0215868106130535,0.0279440738574411,0.0363187551401209,0.0274514459031141
"fitted.Predictor.01720",0.0369415360832754,0.00490719921325249,0.028078495944451,0.0366745674386109,0.0473745899206237,0.0362029110759446
"fitted.Predictor.01721",0.0223744637535565,0.00282471814830596,0.0172711263433031,0.0222164608694807,0.0283984888585911,0.0219350827165797
"fitted.Predictor.01722",0.0239613562895742,0.00314793886647083,0.0184095752501409,0.023740875515042,0.0307796732472553,0.0233281010072632
"fitted.Predictor.01723",0.0193791474855404,0.00261839685856777,0.014800728815285,0.019184729278379,0.0250692419089163,0.018812468619489
"fitted.Predictor.01724",0.025204643720521,0.00315309197035113,0.019667397327489,0.0249749767167428,0.0320494328589011,0.0245374654489557
"fitted.Predictor.01725",0.0294489000618383,0.00348125602247107,0.0233077434979267,0.0292025513520037,0.0369933925684942,0.0287346133115065
"fitted.Predictor.01726",0.0295952051591804,0.00203706715738469,0.0258109584826725,0.0295216405990617,0.0337980938457448,0.0293755446682552
"fitted.Predictor.01727",0.0257034595803889,0.00349575305984942,0.0195876027186842,0.0254453468376152,0.0332947164372415,0.024950242193817
"fitted.Predictor.01728",0.0190012657859684,0.00139166110397313,0.0164245136781114,0.0189481407706431,0.0218800971033468,0.0188426617276589
"fitted.Predictor.01729",0.0164810603530786,0.00229533069774144,0.0124777926434623,0.01630765328435,0.021475344570907,0.0159752277748104
"fitted.Predictor.01730",0.0252065684431812,0.00190277933953688,0.0216867552310979,0.0251328737043322,0.0291450387036897,0.0249864744955471
"fitted.Predictor.01731",0.012081449441829,0.00309642964413288,0.00711677181337437,0.0117094679429739,0.0191765276202824,0.0110017566158154
"fitted.Predictor.01732",0.0421547314614208,0.00271500525455501,0.0370954313906541,0.042061978582045,0.0477420721903079,0.0418776615564145
"fitted.Predictor.01733",0.04514821767082,0.00579752050757905,0.0348772287548334,0.044757471637635,0.057662090356618,0.0440234476112917
"fitted.Predictor.01734",0.0366679072811557,0.00485816379369821,0.028140242900663,0.0363182083543297,0.0471941239566901,0.0356466683900109
"fitted.Predictor.01735",0.0474388049342437,0.00579906274927405,0.0372085449396519,0.0470320591289171,0.0599826054154841,0.0462539686804609
"fitted.Predictor.01736",0.0821478379128257,0.00960429432596714,0.0650617556891024,0.0815217018081106,0.102790709096528,0.0803189373509258
"fitted.Predictor.01737",0.0554925615665033,0.00370065700951828,0.0485978816308944,0.0553658826040987,0.063108107992791,0.0551140038244535
"fitted.Predictor.01738",0.0608993846161296,0.00382006996049558,0.0537665222554659,0.0607738410932202,0.0687468995621683,0.0605241593638272
"fitted.Predictor.01739",0.0530960592270348,0.00689475317151294,0.0409486063398012,0.0526146570080316,0.0679933742793894,0.0516879401307266
"fitted.Predictor.01740",0.0796686720098516,0.00508612487385589,0.0701635060842553,0.0795046268288083,0.0901074209498535,0.0791781343830997
"fitted.Predictor.01741",0.0861199550041333,0.00584159443294292,0.0752221974433284,0.0859253781513653,0.0981242368715913,0.0855378696194648
"fitted.Predictor.01742",0.11172076798266,0.00742620837699771,0.0978295658806747,0.111486415175899,0.126943978436755,0.111019314549482
"fitted.Predictor.01743",0.0921054176184625,0.0100036106324077,0.0734881019078934,0.0917157043671865,0.113053694414794,0.0910860977502933
"fitted.Predictor.01744",0.376946564990015,0.0317339953554048,0.316188084257029,0.37637036683288,0.441001038700438,0.375261500860068
"fitted.Predictor.01745",0.129312469050938,0.0160974858818031,0.100204989072312,0.128436169008305,0.163446133034615,0.12677184569426
"fitted.Predictor.01746",0.0803137734350301,0.0100256048596144,0.062294548233538,0.0797325043168793,0.101669756065267,0.0786294513964053
"fitted.Predictor.01747",0.118228751312481,0.0126208144682267,0.0950885990845005,0.117622215066767,0.144875832528949,0.116524848255996
"fitted.Predictor.01748",0.214948090964701,0.0217141099099481,0.174575492918028,0.214114478035349,0.260120666127812,0.212560133595493
"fitted.Predictor.01749",0.00598183123678046,0.00156541378132906,0.00348135245948838,0.00579094621489774,0.00957690952157206,0.0054299592688067
"fitted.Predictor.01750",0.021265943634737,0.00246253177662573,0.0167359728661206,0.0211521835255446,0.0264784576795975,0.0209700735086159
"fitted.Predictor.01751",0.0536982396727924,0.00735907423380448,0.0402637767275504,0.053340212652606,0.06929494048124,0.0527599853146691
"fitted.Predictor.01752",0.0212322856119907,0.00283957157758747,0.01601939979004,0.021104712761988,0.0272121452436186,0.020896029399633
"fitted.Predictor.01753",0.115098432662274,0.0136665571968987,0.0903120009702419,0.114376790443605,0.144031346849115,0.113023000206531
"fitted.Predictor.01754",0.0177701362788841,0.00298037329472015,0.0122586991082404,0.0176683077670322,0.0238865790901573,0.0174816744380622
"fitted.Predictor.01755",0.0308595790327735,0.0042626778980331,0.0233202388081652,0.0305707243008285,0.0400593608561316,0.0300294787463393
"fitted.Predictor.01756",0.0205930088539237,0.00289931554455354,0.0154770972805682,0.0203930629188395,0.0268589959053754,0.0200174562509419
"fitted.Predictor.01757",0.0306289299955089,0.00365470390334704,0.0240527800313611,0.0304122579193607,0.0384596380452575,0.0300220196582313
"fitted.Predictor.01758",0.0183621846391957,0.00242679063821188,0.0140547221838969,0.0182030713968913,0.0235842494929279,0.0179038773346875
"fitted.Predictor.01759",0.0238966891799221,0.0029750281618021,0.0185781441586463,0.0237100851088018,0.030294076050478,0.0233705500570382
"fitted.Predictor.01760",0.0181357307696329,0.00236418104790084,0.0139277375773623,0.0179835371405476,0.0232196648759327,0.0177020633889352
"fitted.Predictor.01761",0.0351502043065152,0.0051998892346698,0.0258888975314841,0.0348208211272293,0.0463212604138174,0.0342167416203357
"fitted.Predictor.01762",0.027925332129649,0.00326828211769486,0.0220334480622362,0.0277344907557937,0.0349228529854606,0.027393444404712
"fitted.Predictor.01763",0.0421524435780585,0.0051030623545112,0.0329749946477834,0.041850162687299,0.0530780135476711,0.0413002391805063
"fitted.Predictor.01764",0.0493751277201814,0.00689924724065362,0.0372048718958271,0.0488793077387843,0.0644032002057961,0.0479914724535353
"fitted.Predictor.01765",0.0457288814905203,0.00606003128962253,0.0348779588283629,0.0453515134441468,0.0587979899370547,0.0447069520692619
"fitted.Predictor.01766",0.0281880471981364,0.0032911012346057,0.0221405038096707,0.0280344806870108,0.0351496181772698,0.027783456374327
"fitted.Predictor.01767",0.0273001255205485,0.00384999250343202,0.0205023499268608,0.0270362922384614,0.035614858282502,0.0265395933105992
"fitted.Predictor.01768",0.0243624768249523,0.00323923861781208,0.0186125755576319,0.0241505298376144,0.031330400813485,0.0237508322710457
"fitted.Predictor.01769",0.0240624028493788,0.00314455738741884,0.0184633701124425,0.0238610077266277,0.0308211204165441,0.0234875770887305
"fitted.Predictor.01770",0.0369268536915624,0.00429966952335259,0.0291641914282846,0.0366798518165673,0.0461206651779664,0.0362375932344547
"fitted.Predictor.01771",0.0554799007145104,0.00670140119227564,0.043408854246457,0.0550905292327943,0.0698006369308842,0.0543785906697931
"fitted.Predictor.01772",0.0275096607625975,0.00462197617274857,0.0193321910109352,0.02720640963773,0.0374479075646092,0.0266465560547366
"fitted.Predictor.01773",0.0180911862203977,0.00218405244928533,0.0141001671283116,0.0179825264125971,0.0227261975156098,0.0178003679775128
"fitted.Predictor.01774",0.0260945070798056,0.00324600643652018,0.0202814402221566,0.025894760627485,0.033062153172025,0.0255305447510949
"fitted.Predictor.01775",0.0156142094836121,0.00213336987700868,0.0118419737359359,0.0154699776920575,0.0202151567266582,0.0151975292312203
"fitted.Predictor.01776",0.0203367954672185,0.00262112376166428,0.0156700532431979,0.0201674715632666,0.025981777564836,0.0198566436706095
"fitted.Predictor.01777",0.0154207393271459,0.00207702061207229,0.0117388817079736,0.0152829071252108,0.019897733433755,0.0150262868208567
"fitted.Predictor.01778",0.0237797200393795,0.00289200553255063,0.0185881248841458,0.0236050708648573,0.0299825124735542,0.0232889650944875
"fitted.Predictor.01779",0.023247030920779,0.00338164791083051,0.0173001174588374,0.0230079149746491,0.0305669466263896,0.0225560640777664
"fitted.Predictor.01780",0.0269606492544991,0.00346466116122665,0.0207852529850572,0.0267392643447469,0.034414706018674,0.0263322709626862
"fitted.Predictor.01781",0.0204781919953274,0.00276091623146573,0.0155813207337866,0.0202959452050749,0.0264261229357738,0.0199560454790148
"fitted.Predictor.01782",0.0314875521649387,0.00380516296064937,0.0246462651857817,0.0312612947305761,0.0396387856654767,0.03085148346814
"fitted.Predictor.01783",0.0474463112866833,0.00596551633436142,0.0367542307626124,0.0470850023955254,0.0602217526935618,0.0464186751393091
"fitted.Predictor.01784",0.0401730423573609,0.00456794200645334,0.0317434328922138,0.0399705876133214,0.0498180063969084,0.0396465315928276
"fitted.Predictor.01785",0.0389239792146387,0.00540009496843144,0.0293610283663806,0.0385631955778836,0.0505608193823779,0.0378831437848625
"fitted.Predictor.01786",0.0573672759357909,0.0066843958245042,0.0452839855417802,0.0569898412414589,0.0716336155609578,0.0563064112371761
"fitted.Predictor.01787",0.0347778057721721,0.00451943782204239,0.0267288510805547,0.0344905364224641,0.0444772323255551,0.0339493153388093
"fitted.Predictor.01788",0.0450324882523556,0.00549628015101681,0.0351688862135763,0.0447006299599558,0.0568138276302325,0.0440945634416477
"fitted.Predictor.01789",0.0343571536427908,0.00441114415080583,0.026481863948238,0.0340813776496316,0.0438194964598957,0.0335700019431293
"fitted.Predictor.01790",0.0655473026045313,0.00939310349359005,0.0486967961067508,0.064992773575221,0.0856120967425997,0.063972470687271
"fitted.Predictor.01791",0.0524333423177826,0.00600552998244618,0.0415623610230393,0.0520976796092788,0.0652466863311156,0.0514948132094806
"fitted.Predictor.01792",0.078124296761234,0.00910761921178118,0.061630341922419,0.0776231832753063,0.097513617656172,0.0767071078046018
"fitted.Predictor.01793",0.0529113376489664,0.00602070329012561,0.0417978605984324,0.0526466900601815,0.0656018544857439,0.0522148809905853
"fitted.Predictor.01794",0.0624440177197703,0.00988482667395183,0.04490275462665,0.0617998379561924,0.083719007265011,0.0606221850334211
"fitted.Predictor.01795",0.0512819318656717,0.00707583121822364,0.0387249557778203,0.050818434073828,0.066501949672091,0.0499423440398172
"fitted.Predictor.01796",0.0751179834986412,0.00864201626225619,0.0594483506867484,0.0746467229184546,0.0935125729525857,0.0737903407253278
"fitted.Predictor.01797",0.045886463249732,0.00596027033369368,0.0352573453979263,0.0455128991462635,0.0586613128517877,0.0448067131968975
"fitted.Predictor.01798",0.0592080152828055,0.0071556757481406,0.0463342079190258,0.0587873353796948,0.0745125160745703,0.0580168287780037
"fitted.Predictor.01799",0.0453353499402726,0.00579753646332074,0.0349683372093688,0.0449790329941142,0.0577531350003563,0.044316333163892
"fitted.Predictor.01800",0.068767872539511,0.00776298336668047,0.0546727729708173,0.0683485864963215,0.0852891668020802,0.0675938902235572
"fitted.Predictor.01801",0.05285728026198,0.00704040719980423,0.0403178736823198,0.0524089480210854,0.0679767164439876,0.051570017460788
"fitted.Predictor.01802",0.0580804686265453,0.00646208554670616,0.0461116848980352,0.0578080428210979,0.0716885804246218,0.0573744276212178
"fitted.Predictor.01803",0.269160487438354,0.0262477623647441,0.219990389147463,0.268305948391399,0.32322955834439,0.266680530578714
"fitted.Predictor.01804",0.0488162333018055,0.00792067320112062,0.0340489938066976,0.0485874929591987,0.0649557178619754,0.0481796908584573
"fitted.Predictor.01805",0.0563021341972142,0.00765679220662341,0.0426871639785118,0.0558091038705565,0.0727501350686816,0.0548778702546164
"fitted.Predictor.01806",0.0822756400785314,0.00933542614722502,0.0653198927683122,0.0817751543848038,0.102123757313988,0.0808661542280026
"fitted.Predictor.01807",0.0504045191362255,0.006423552731445,0.0389234538905962,0.0500097413398459,0.0641527801780579,0.0492651148960575
"fitted.Predictor.01808",0.0498071834760027,0.00628955356575489,0.0385425259824697,0.0494259580629144,0.0632657875494725,0.0487177258448548
"fitted.Predictor.01809",0.0936297280428937,0.0130024516880849,0.070144580915637,0.0929157173928324,0.121253187179898,0.0915988367657585
"fitted.Predictor.01810",0.0753741090175269,0.00842906877637423,0.0600515588070579,0.0749243608251404,0.0932967295373184,0.0741141577384258
"fitted.Predictor.01811",0.076038086937319,0.00838273837500337,0.0604821731850048,0.0756958986080175,0.0936431181327764,0.0751439139325689
"fitted.Predictor.01812",0.106844991337939,0.011827295553315,0.0852605679031217,0.106245725639735,0.131891566436603,0.105154184021556
"fitted.Predictor.01813",0.066153809672907,0.00835668225935796,0.0511775257293467,0.0656543142914166,0.0839979511522947,0.0647089455726844
"fitted.Predictor.01814",0.0797441788701251,0.0107555248464195,0.0605535355987931,0.0790751307710358,0.102774876792719,0.0778034024151832
"fitted.Predictor.01815",0.0715911963938482,0.00915341635762127,0.0552017200173796,0.071040472184293,0.0911414613684742,0.0699941067023992
"fitted.Predictor.01816",0.0616371960487946,0.00900696158361439,0.0452553878194571,0.0611937810659041,0.0806561053819118,0.0604236016158953
"fitted.Predictor.01817",0.106769400718524,0.0116553029652383,0.0851015820856582,0.106310590724495,0.131159900858156,0.10554649580935
"fitted.Predictor.01818",0.0925211802012682,0.0100351071896127,0.0738431559139443,0.0921306301756967,0.113536452635659,0.0915002269440022
"fitted.Predictor.01819",0.129872789837153,0.0161571797140276,0.100655604534133,0.128993781308631,0.164131239121848,0.127324201634136
"fitted.Predictor.01820",0.0897659134086873,0.0118139298266613,0.0685999310953647,0.0890591086945237,0.114990278418544,0.0877172383591685
"fitted.Predictor.01821",0.129064543356163,0.0139849518910708,0.103435686931144,0.128393069405514,0.158571324101679,0.127165037903729
"fitted.Predictor.01822",0.0806814313301881,0.0100643928248251,0.0625917298569659,0.0800981245365909,0.102119416081059,0.0789912049236495
"fitted.Predictor.01823",0.103008906159749,0.0118460709436144,0.0815001307247793,0.102377904105021,0.128160214196394,0.101216106702631
"fitted.Predictor.01824",0.118747287588738,0.0126605167711825,0.095532924333603,0.118139012652138,0.145477704852639,0.117038562008227
"fitted.Predictor.01825",0.104837087972589,0.0128921180544693,0.0815687164862015,0.104123853498276,0.132197022075661,0.102763285669057
"fitted.Predictor.01826",0.103655724415442,0.0125313446376908,0.0809807362280677,0.10297657455967,0.130239379154337,0.101702959704479
"fitted.Predictor.01827",0.00601165468850493,0.00157383368591074,0.00349799326277583,0.00581966181260882,0.00962628984895688,0.00545658830261627
"fitted.Predictor.01828",0.0213699797311918,0.00247611032150854,0.0168159799404801,0.021255246926731,0.0266120171421541,0.0210712996870682
"fitted.Predictor.01829",0.0169378736062616,0.00275728721447624,0.0120359385101631,0.0167643716733504,0.0228521342262596,0.0164487683637067
"fitted.Predictor.01830",0.0213362801402188,0.0028557711145239,0.0160948434571064,0.0212075190162973,0.027351443068359,0.0209965741473525
"fitted.Predictor.01831",0.00547149377432397,0.00174830387343438,0.00280247658248509,0.0052199955061961,0.00958523344543133,0.0047515033252928
"fitted.Predictor.01832",0.115606570742892,0.0137278006721312,0.0907092227279535,0.11488151386981,0.144668923810295,0.113520937132064
"fitted.Predictor.01833",0.0209767621457231,0.00377596577264726,0.0141709497928552,0.0207855605923523,0.0289277159755356,0.0204434746005434
"fitted.Predictor.01834",0.0310093921944147,0.00428773819189048,0.0234269729948891,0.0307184462179083,0.0402641524833532,0.0301731339249591
"fitted.Predictor.01835",0.0206939783793506,0.00291579009485406,0.0155497291110637,0.0204926573801343,0.0269961454732541,0.0201144028116325
"fitted.Predictor.01836",0.0224369569255625,0.00363560769970114,0.016196733351344,0.0221188850636108,0.0304976567572563,0.0215392936893248
"fitted.Predictor.01837",0.0307778654458188,0.00367928360290967,0.0241593549287431,0.0305591875943837,0.0386622803274409,0.0301650092697502
"fitted.Predictor.01838",0.0184523796433467,0.00244085551854991,0.0141206226209981,0.0182921302367697,0.0237052082106788,0.0179907347501387
"fitted.Predictor.01839",0.0240131979366163,0.00299049943249493,0.0186676853403545,0.0238254123987749,0.0304443310479045,0.0234836530190147
"fitted.Predictor.01840",0.018224771238619,0.00237720421610575,0.0139942549760231,0.0180715494614014,0.0233372213129691,0.0177881235676391
"fitted.Predictor.01841",0.0274588587432813,0.00423065577110965,0.0196922188971793,0.0272867403312685,0.0362657030091674,0.0269930518972354
"fitted.Predictor.01842",0.0157614338725561,0.002364522005816,0.0114878527043263,0.0156364953523355,0.0207822173277047,0.0154234312339365
"fitted.Predictor.01843",0.0334466659774454,0.00520615209253892,0.0241154163899818,0.0331440909331704,0.0445533870879412,0.0325990060619814
"fitted.Predictor.01844",0.0517456434272327,0.00824722272707721,0.0369182306306491,0.0512713979513536,0.069407915122508,0.0504798571544673
"fitted.Predictor.01845",0.0280610862363841,0.00328679904471825,0.0221368354957337,0.0278688262165854,0.0350989200069356,0.027525056817379
"fitted.Predictor.01846",0.0423544397227559,0.0051321826089126,0.0331262498488915,0.0420499498165925,0.0533433334003949,0.0414957689250718
"fitted.Predictor.01847",0.0109710843359312,0.00205632700434831,0.00748383710582447,0.0107849149998082,0.0155237862558184,0.010427843104863
"fitted.Predictor.01848",0.0283256020403358,0.00331489382549119,0.0222373011839997,0.0281699845632944,0.0353392826474074,0.0279147290259469
"fitted.Predictor.01849",0.0244820025449463,0.00326232455121839,0.0186928366981689,0.0242680193600361,0.0315007995730742,0.0238643065613822
"fitted.Predictor.01850",0.024180373348539,0.00316625793237731,0.0185445201692222,0.0239770911769472,0.0309869069311867,0.0235999668394177
"fitted.Predictor.01851",0.0557431504557306,0.0067492073323355,0.0435900637613446,0.0553499284607667,0.0701679191122305,0.0546302152809541
"fitted.Predictor.01852",0.00510227778313547,0.00134762293240891,0.00295475130612566,0.00493636897132075,0.00820128445567132,0.00462285698102764
"fitted.Predictor.01853",0.0181796320902117,0.00219300921137852,0.0141721256495032,0.0180705190168449,0.0228337386231369,0.0178876961661142
"fitted.Predictor.01854",0.0181510943833953,0.00250663560919054,0.0135791255619312,0.0180284942070054,0.0234492886769017,0.0178201756961404
"fitted.Predictor.01855",0.0176038996744904,0.00255875876543991,0.0131072123345263,0.0174218259141033,0.0231466071616171,0.0170783114811342
"fitted.Predictor.01856",0.0156908583169226,0.002143330684006,0.011901121585636,0.015545910981902,0.0203134180283543,0.0152721078920648
"fitted.Predictor.01857",0.0154963587317645,0.00208608619184537,0.0117984349817418,0.0153579060050309,0.0199929217837807,0.0151001592570615
"fitted.Predictor.01858",0.023895370342004,0.00290441602434832,0.0186816060095818,0.023719889477947,0.0301250860168173,0.0234023209637481
"fitted.Predictor.01859",0.0233607790015995,0.00340136092169849,0.0173801490683888,0.0231199670619454,0.0307241105735122,0.022664834472635
"fitted.Predictor.01860",0.0208367856309036,0.00286245688291584,0.0157755851808674,0.0206434242996313,0.027008444526835,0.0202773114233627
"fitted.Predictor.01861",0.0476726204931334,0.00600044146274154,0.0369200304046404,0.0473086199011397,0.0605240306743997,0.0466370566914082
"fitted.Predictor.01862",0.0123967745862196,0.00234613489712597,0.00842280038388211,0.0121828478292055,0.0175946258571466,0.0117722824863335
"fitted.Predictor.01863",0.0403652945371927,0.00458852833356508,0.031898195724642,0.040161664254597,0.0500547297480202,0.0398356020651463
"fitted.Predictor.01864",0.0540161312262234,0.0079167622411328,0.0400920795865341,0.0534243249480776,0.0713484868868191,0.0523765946667273
"fitted.Predictor.01865",0.0576377747420268,0.00672238533373521,0.045487898544135,0.0572575711157337,0.0719863296852501,0.0565687035249715
"fitted.Predictor.01866",0.0349453654117898,0.00454200079204682,0.0268567865349548,0.0346564743690369,0.0446936237239942,0.0341121364680921
"fitted.Predictor.01867",0.0452467636672894,0.005519817298942,0.0353412318066354,0.0449133476251998,0.0570789240872579,0.0443044343371685
"fitted.Predictor.01868",0.0345226344104382,0.00443183475213422,0.0266108899423584,0.0342454189310149,0.0440299794532008,0.0337313599949065
"fitted.Predictor.01869",0.052681171404458,0.00603331497946607,0.0417606255813289,0.0523436476288338,0.0655543837461371,0.0517372821284566
"fitted.Predictor.01870",0.0784835987687172,0.00914971596321992,0.0619144974422731,0.0779798207514944,0.0979632580705085,0.077058586987938
"fitted.Predictor.01871",0.015309521058313,0.00397800252349248,0.0089336324015088,0.0148313653062396,0.024425871689071,0.0139236683560232
"fitted.Predictor.01872",0.0997442407099583,0.0184296720841539,0.0680511366245363,0.0982176870970058,0.14021554121031,0.095330237174745
"fitted.Predictor.01873",0.25115734787973,0.0254027993059136,0.203771834020655,0.250263758641229,0.303662021748838,0.248562063452826
"fitted.Predictor.01874",0.0515258430024067,0.00711856155261765,0.0388952580047484,0.0510588570871125,0.0668393101164026,0.050175916084004
"fitted.Predictor.01875",0.0754668478116843,0.00870387575753332,0.0596900447367668,0.0749908866336611,0.0939952115236851,0.0741248850204733
