"","mean","sd","0.025quant","0.5quant","0.975quant","mode"
"fitted.Predictor.00124",0.117294921399873,0.0102568804475711,0.0983085698382569,0.116907457254728,0.138490545506236,0.116133167674916
"fitted.Predictor.00125",0.0632473255544959,0.00949851079243927,0.0465275434498962,0.0625955575500093,0.0836795045404678,0.0613037004955398
"fitted.Predictor.00126",0.0338044311898231,0.00726093622981281,0.0217498234004662,0.0330648161637424,0.0500795274342612,0.0316335244670408
"fitted.Predictor.00127",0.033170707016295,0.00512491302598694,0.024610339754893,0.0326445604531644,0.0446850398709623,0.0316195403328617
"fitted.Predictor.00128",0.00588305639780049,0.00145602800032481,0.00352548129046055,0.00571568869336968,0.00919834208478685,0.00539520412372544
"fitted.Predictor.00129",0.0209493918943751,0.0020410432558494,0.0171456982829051,0.0208765796427274,0.025183463612679,0.020750288739147
"fitted.Predictor.00130",0.0162868914066061,0.00323418846128654,0.0108475334862236,0.0159801083186432,0.0234790798334667,0.0153866198831727
"fitted.Predictor.00131",0.0263725974876572,0.00327080298897523,0.0204747519284093,0.0261922764623945,0.0333083112894161,0.0258486393135731
"fitted.Predictor.00132",0.0316399717160001,0.00360100392515285,0.0249153535858918,0.0315298054251986,0.0390109907531521,0.0313238699552878
"fitted.Predictor.00133",0.0165806966025668,0.00233494494343663,0.0123895170284957,0.0164482564739833,0.0215327307377179,0.0161917718887233
"fitted.Predictor.00134",0.0240202393580982,0.00459021883791174,0.0162195216094804,0.0236115417887314,0.0341508375185052,0.0228144468753211
"fitted.Predictor.00135",0.0427345428026429,0.00714451156389047,0.0310281880539092,0.0419434486687859,0.0589123953696637,0.0403884266276571
"fitted.Predictor.00136",0.0296873320737198,0.0040141939897866,0.0226789309765257,0.0293766925554848,0.0384566370280109,0.0287872805160002
"fitted.Predictor.00137",0.0528487895397846,0.00574145828965793,0.0421818075586521,0.0526409743466643,0.064732359302184,0.0522649096769999
"fitted.Predictor.00138",0.0345365139515439,0.00406625159873415,0.027046610685677,0.0343720318227401,0.0429780915291917,0.0340589440611079
"fitted.Predictor.00139",0.0276934085323927,0.00413612753378188,0.0203535469358345,0.027417450793707,0.036618715040711,0.0269101761861744
"fitted.Predictor.00140",0.0323345956007233,0.00478887933761639,0.0238130612416254,0.0320373572597117,0.0425573789489831,0.0314572259649427
"fitted.Predictor.00141",0.0208927331861497,0.00226007190178958,0.016690404922494,0.0208124081947784,0.0255632673433621,0.0206638170327048
"fitted.Predictor.00142",0.00535430491943215,0.00164636073335732,0.00281058515624253,0.00512684682739721,0.00920076687301117,0.00469926706762055
"fitted.Predictor.00143",0.02542790627239,0.00397662594904164,0.018610311102996,0.0250846692613365,0.034202566828413,0.0244318016306147
"fitted.Predictor.00144",0.0223956250096136,0.00271599287966585,0.0174867721448211,0.022249270990932,0.0281460371373661,0.0219726431026564
"fitted.Predictor.00145",0.113395000114992,0.00949620043095599,0.0957780819582895,0.113049360144433,0.13298296235244,0.112358752956918
"fitted.Predictor.00146",0.0279458161678958,0.00348871372890745,0.021602201298255,0.0277732517440958,0.035292742774381,0.0274522651672558
"fitted.Predictor.00147",0.0312596948608465,0.00457642343836236,0.0229781712134203,0.03101660041748,0.0409597313936321,0.0305777496766655
"fitted.Predictor.00148",0.0281866043085798,0.00344282872811546,0.0220240271978433,0.0279723011926261,0.0355771233769543,0.027575624105601
"fitted.Predictor.00149",0.0174827882006472,0.00258809071626303,0.0126931943036702,0.0173928252374144,0.0227808688758601,0.0172035618439918
"fitted.Predictor.00150",0.0357218825633236,0.00429705098243621,0.0278654874254276,0.0355237859164061,0.044736985281526,0.0351603794370478
"fitted.Predictor.00151",0.0336700020510925,0.00518233215006211,0.0244968327813991,0.0333136531619345,0.0449494451571489,0.0327198996786547
"fitted.Predictor.00152",0.0248558286661779,0.00351105074591663,0.018590842398071,0.0246412235679132,0.032352803767281,0.0242294005432037
"fitted.Predictor.00153",0.0205369742845848,0.00330611076349683,0.0145301096485142,0.0203834155937351,0.0274264900826075,0.0200787572728531
"fitted.Predictor.00154",0.0179487615287192,0.00296255821131634,0.012885249801537,0.017691164811045,0.0244898585250486,0.0172037702439486
"fitted.Predictor.00155",0.0444730203787513,0.00537806902152834,0.0343694332270502,0.0443367049557396,0.0553677217765741,0.0440722790173246
"fitted.Predictor.00156",0.0236898485818294,0.0036903685304127,0.0171552888826259,0.0234498131629259,0.0315967255480231,0.022979016415236
"fitted.Predictor.00157",0.0507374531191924,0.00693077977768114,0.0381973433510932,0.0503760161273977,0.0654106183732172,0.0497342121959301
"fitted.Predictor.00158",0.0863546948629147,0.00991071766509404,0.0684444557346786,0.0858141289514838,0.107359721163834,0.0847774379319549
"fitted.Predictor.00159",0.0303291178942296,0.00301893321341286,0.0248291862171455,0.0301844916383234,0.036653882340286,0.0298970034709801
"fitted.Predictor.00160",0.020235617259409,0.00209322543779433,0.0164365449753974,0.0201304398829167,0.0246346345050343,0.0199216065941436
"fitted.Predictor.00161",0.0113216278087678,0.00226076468606624,0.00751233919570529,0.0111096483713622,0.0163399414441119,0.0106972737509849
"fitted.Predictor.00162",0.0375133279722683,0.00544766181030476,0.0279743745287123,0.0371138918130953,0.0493326408383805,0.0363468500894303
"fitted.Predictor.00163",0.0296652361834256,0.00479024380175896,0.0214142779115853,0.0292711097359021,0.0401760913587159,0.0285221746832405
"fitted.Predictor.00164",0.0301037254682289,0.00217518193077563,0.0260581283038357,0.0300278416157623,0.0345823195969606,0.0298766071285953
"fitted.Predictor.00165",0.10058087313877,0.0108118020354356,0.0803622800808894,0.100240638984593,0.122820615408322,0.0996409334444691
"fitted.Predictor.00166",0.0180999602024625,0.00220737846960869,0.0141459341538846,0.0179696021591478,0.0228017714104643,0.0177180885246533
"fitted.Predictor.00167",0.0257508674649496,0.00338468981629487,0.0195582835904815,0.0256015137131592,0.0328132861776648,0.0253201494162371
"fitted.Predictor.00168",0.0234811468202227,0.00184916719151172,0.0200600722694641,0.0234103907869589,0.0273059020742625,0.0232694951239053
"fitted.Predictor.00169",0.0206529427764202,0.00318962363083099,0.0150004497424469,0.0204436741854895,0.0275204395472365,0.0200606818770551
"fitted.Predictor.00170",0.0220938836661137,0.00323462270506459,0.0162710682388359,0.0219168230408279,0.0289599207705181,0.0215976645011465
"fitted.Predictor.00171",0.0178221308156801,0.00160451425832349,0.0148801650904793,0.017751686396924,0.0211659853991581,0.0176115838413775
"fitted.Predictor.00172",0.0195441180110826,0.0034299563053546,0.0135661693001123,0.0192890331726271,0.026987639965423,0.0187984773971306
"fitted.Predictor.00173",0.013215746374657,0.0024274836365765,0.00909296134954696,0.0129975660036011,0.0185871523056584,0.012581054534958
"fitted.Predictor.00174",0.0345660796256394,0.00406456769295704,0.0271998856409167,0.0343566339163052,0.0431275908418811,0.03394571000707
"fitted.Predictor.00175",0.0268876642752672,0.00353952288724248,0.0203584230650948,0.0267533647655538,0.0341917712851931,0.0264887168758355
"fitted.Predictor.00176",0.0154284239028394,0.00194069681749094,0.0118803241019081,0.0153406794437005,0.0194858965358064,0.0151751592602077
"fitted.Predictor.00177",0.0327565912908599,0.00437027883688962,0.0248509976598783,0.0325293819019047,0.0419670080202301,0.0320900585064378
"fitted.Predictor.00178",0.0274465389830908,0.00189831813743832,0.0239081665268004,0.0273829668842498,0.0313477126987924,0.0272562392434132
"fitted.Predictor.00179",0.0414416463650506,0.00315838280691341,0.0355807988511123,0.0413268920136536,0.0479571750765948,0.041098188117927
"fitted.Predictor.00180",0.0486110822218176,0.00561213794029614,0.0385155329795062,0.048287024353672,0.0605691688092539,0.0476736074792947
"fitted.Predictor.00181",0.0273230407530716,0.0164299256727077,0.00760024615571425,0.023463652646729,0.0695579454512473,0.0172228845520783
"fitted.Predictor.00182",0.020878614520187,0.00202772869632249,0.0171802018189259,0.0207829189152804,0.0251228891067365,0.0205927248149415
"fitted.Predictor.00183",0.0793787404094034,0.0101675942373931,0.0606869712744882,0.0789614131505637,0.100449985373415,0.0781312618985742
"fitted.Predictor.00184",0.0213781140260363,0.00312659808551423,0.0157935219791426,0.0211898719040022,0.0280799504873901,0.0208621629291347
"fitted.Predictor.00185",0.0107233298806851,0.00170788294860701,0.00775837550267062,0.0105920924621597,0.0144367284321676,0.0103341848161689
"fitted.Predictor.00186",0.0186003558513525,0.00377621750148873,0.0122731469749383,0.0182345612599877,0.0270176534047341,0.0175270448321085
"fitted.Predictor.00187",0.0221633978713345,0.00328416079415605,0.0163882548229749,0.0219337469153906,0.0292650081044544,0.0215028388584508
"fitted.Predictor.00188",0.0479292977294334,0.00604135190982313,0.0372217160592582,0.0475192740836867,0.0609714765080596,0.0467382192442905
"fitted.Predictor.00189",0.0235540182281513,0.00402392265909553,0.0166147038329762,0.023227384855533,0.0323651578484726,0.0226050995812072
"fitted.Predictor.00190",0.0450228461860583,0.00485123274226467,0.0361735181041723,0.0447859154802037,0.0552445682209636,0.0443478151452058
"fitted.Predictor.00191",0.0310769446171547,0.00482458874799697,0.022417284541061,0.0307908724589724,0.0414034446706153,0.0302835283767454
"fitted.Predictor.00192",0.00783788854054875,0.00194239451954517,0.00469267124639559,0.00761467332594416,0.0122602760123185,0.0071870213870284
"fitted.Predictor.00193",0.0277717917767337,0.00274162015402718,0.0226714042579743,0.0276711818441736,0.0334620768430331,0.0274932312515139
"fitted.Predictor.00194",0.0220103622092411,0.0031047664172447,0.016437185158483,0.021834227912412,0.0285946292222699,0.0214925860906159
"fitted.Predictor.00195",0.0693119430785083,0.00749876868556139,0.0553664822487732,0.0690446432727269,0.0848147247218822,0.0685568660691811
"fitted.Predictor.00196",0.0455727216166104,0.00537213176977796,0.0356787572604444,0.0453550435477632,0.0567251435137726,0.0449387618883645
"fitted.Predictor.00197",0.036618664192315,0.0054211525053082,0.0269771968426479,0.0362641433090221,0.0482966131482254,0.0356114998375864
"fitted.Predictor.00198",0.0276969139451812,0.00302609484302814,0.0220803275952491,0.0275860613301802,0.0339576460793746,0.027379092408577
"fitted.Predictor.00199",0.054308245246805,0.0118413992487799,0.034492670850304,0.0531558835962926,0.0806960827315925,0.0509082264018748
"fitted.Predictor.00200",0.0296729855998325,0.00361482931871208,0.0231404401616525,0.0294783137680746,0.0373251315502295,0.0291089679615622
"fitted.Predictor.00201",0.145801552464663,0.0119826510023878,0.123489609863944,0.145394216692908,0.170436202000479,0.144579029965154
"fitted.Predictor.00202",0.0232010985674852,0.00344183186387928,0.0168371229571034,0.0230791332277913,0.0302550955909356,0.0228233663298892
"fitted.Predictor.00203",0.0444376883491588,0.00681313675336964,0.032359498483034,0.0439763495139599,0.0592399211952949,0.0432000736770945
"fitted.Predictor.00204",0.0440755629527443,0.00648680748735278,0.0324730540408054,0.0436786099070109,0.0579765490282969,0.0429472894003461
"fitted.Predictor.00205",0.111999017739165,0.0126085919653534,0.0891115553346331,0.11134713887691,0.13861314897948,0.110091704988716
"fitted.Predictor.00206",0.0400763670703831,0.00399172817722977,0.0327987945689793,0.03988703231291,0.0484336693224159,0.0395104555245349
"fitted.Predictor.00207",0.0268309994191812,0.00279753455543691,0.0217541321975946,0.0266902954335368,0.0327104046943619,0.0264108410968565
"fitted.Predictor.00208",0.0150555364743915,0.00300892077232789,0.00998361302617549,0.014774089360043,0.0217323765900648,0.0142261516180824
"fitted.Predictor.00209",0.0494433996127502,0.00712126853927614,0.0369421902286464,0.0489321967400869,0.0648616106146353,0.0479481790772057
"fitted.Predictor.00210",0.0397832225469847,0.00289906067956196,0.0343907194152102,0.0396823070960867,0.0457515284270409,0.0394811352469784
