"","param","mean","sd","lower","upper"
"1","08776e5f-c289-414a-8f45-117a3a90c181",1.30450706690465,0.28043943957573,0.795083894391511,1.86757533530045
"2","0f1bb771-1a7f-4fb9-9434-1dbad8fd0f07",1.92569833003932,0.299495401642371,1.36229580029344,2.52457592101187
"3","0f3642b8-921b-40d4-8bd8-f8a8874df64b",1.27880906968596,0.195091815689952,0.922215439171633,1.67240597874736
"4","12335ea7-2ccd-4729-9c05-1dbb4f9e07bc",0.220850875134422,0.0554922500995076,0.121482227727469,0.33225736070222
"5","13b6a869-bd9c-48c2-9e2a-4779572d0e66",0.499636977930671,0.0972073083721847,0.320913738512241,0.694763798447324
"6","15b39ce4-97e2-4f75-986d-d0120c628875",0.79893289340902,0.0890175219863688,0.628669409782536,0.976969492603252
"7","167af080-8650-11e6-93e4-0050568a1344",0.617178458886407,0.121944841571307,0.393481497518802,0.861907996832513
"8","167b0a4e-8650-11e6-93e4-0050568a1344",0.797310339720258,0.139562451170872,0.539554860398313,1.07791336786968
"9","167bfdbe-8650-11e6-93e4-0050568a1344",1.57508936901323,0.279145996234611,1.05867430683414,2.13513267731133
"10","167c8263-8650-11e6-93e4-0050568a1344",1.01040780668562,0.129456540327235,0.765302856026274,1.26940870264372
"11","167cb900-8650-11e6-93e4-0050568a1344",1.21748870082999,0.132498366832294,0.963448141929191,1.48118002754823
"12","167d3ad6-8650-11e6-93e4-0050568a1344",0.628085639807383,0.0847063629767678,0.467700235783111,0.797342380118041
"13","167de04d-8650-11e6-93e4-0050568a1344",0.313670330800487,0.0722872243501542,0.182886902202068,0.458810405115724
"14","167e4772-8650-11e6-93e4-0050568a1344",0.91923790010969,0.184332188845355,0.581157673636779,1.28915670070765
"15","167e4a94-8650-11e6-93e4-0050568a1344",1.66487262359426,0.280712272275324,1.15673741054028,2.229747278507
"16","167e5d24-8650-11e6-93e4-0050568a1344",1.14004101709965,0.148868643504494,0.861270256214211,1.4393840655849
"17","167e8969-8650-11e6-93e4-0050568a1344",1.66408500977407,0.257000973157008,1.1744794565454,2.17456231280338
"18","167e9787-8650-11e6-93e4-0050568a1344",2.08468472504458,0.263864361730838,1.58182014032608,2.6121542141036
"19","167ef4cc-8650-11e6-93e4-0050568a1344",1.33355362673992,0.155911926870434,1.03613166821974,1.64453724447618
"20","167fcf3a-8650-11e6-93e4-0050568a1344",0.343027990724525,0.0606201509249197,0.230138517764334,0.464538444842618
"21","1680232d-8650-11e6-93e4-0050568a1344",1.06058117489151,0.149082137587791,0.77900887974118,1.35991752637905
"22","1684d170-8650-11e6-93e4-0050568a1344",0.764753866580587,0.123499913467732,0.531254401756167,1.01181980742956
"23","1684ea10-8650-11e6-93e4-0050568a1344",1.24528538087333,0.180834469235033,0.90477340790964,1.60704482764342
"24","1684eb18-8650-11e6-93e4-0050568a1344",0.796738438799588,0.0964653544543991,0.612354989611351,0.989318805956025
"25","1684f774-8650-11e6-93e4-0050568a1344",1.38976364759176,0.213008678049116,0.990099939853838,1.81710943621019
"26","168530de-8650-11e6-93e4-0050568a1344",1.60518009693858,0.355595595943361,0.95985389080969,2.31903977706712
"27","16853ce2-8650-11e6-93e4-0050568a1344",0.200515055738061,0.0608815743609449,0.0943881759080237,0.322623283163745
"28","16853ed7-8650-11e6-93e4-0050568a1344",1.59567843145098,0.239998448916199,1.14172548639695,2.07737054296996
"29","16859f81-8650-11e6-93e4-0050568a1344",0.971791043761611,0.145235597981286,0.70193535084802,1.26382820481333
"30","1685d1fd-8650-11e6-93e4-0050568a1344",0.854448160424795,0.106390153352676,0.652719190494827,1.06727057458187
"31","16861f2e-8650-11e6-93e4-0050568a1344",4.78795913116618,0.589382899036715,3.6727650518546,5.96667038182902
"32","16862b0c-8650-11e6-93e4-0050568a1344",1.07135478592247,0.129591113854815,0.824775394283695,1.33020781736694
"33","16865d91-8650-11e6-93e4-0050568a1344",1.20164992938294,0.165910589766574,0.885752524350816,1.53353304275136
"34","16868936-8650-11e6-93e4-0050568a1344",1.08254406305816,0.141647010480429,0.815557400866664,1.36719162044287
"35","1686963a-8650-11e6-93e4-0050568a1344",0.663161086479412,0.0965278057998163,0.478462476182749,0.854625221512145
"36","1686c8f5-8650-11e6-93e4-0050568a1344",0.434510404663399,0.100210943926255,0.253324418418433,0.6357201076124
"37","1686c9df-8650-11e6-93e4-0050568a1344",1.3809895736303,0.164665515930367,1.06735145835185,1.70990011611735
"38","1686d7d9-8650-11e6-93e4-0050568a1344",1.29867248013581,0.197348489287402,0.926958943336531,1.69632334290836
"39","1686d888-8650-11e6-93e4-0050568a1344",0.951667297602908,0.143783880016905,0.681245927076666,1.23966764124729
"40","1687187d-8650-11e6-93e4-0050568a1344",0.780749217331367,0.11947149387927,0.553002704682452,1.01802319539857
"41","16871b22-8650-11e6-93e4-0050568a1344",0.681368894120524,0.112051691919821,0.473802095981894,0.906462688158778
"42","16872fae-8650-11e6-93e4-0050568a1344",1.28692969205418,0.182744303652986,0.94128602691967,1.65351155791111
"43","1687af81-8650-11e6-93e4-0050568a1344",1.73504069753388,0.208028258490474,1.33540722793452,2.14795312889157
"44","1687c42d-8650-11e6-93e4-0050568a1344",1.27493667351445,0.217363106539549,0.869508149241518,1.71048366719271
"45","1687e286-8650-11e6-93e4-0050568a1344",0.9042846946909,0.138488463726273,0.644109679454734,1.18141501792488
"46","1687f6ee-8650-11e6-93e4-0050568a1344",0.813254763379319,0.129767690603654,0.572429952763097,1.07389043132905
"47","1687fba0-8650-11e6-93e4-0050568a1344",1.99210837782249,0.267186702865316,1.48465898611712,2.52638058983942
"48","16880d1d-8650-11e6-93e4-0050568a1344",3.52836443123469,0.441283137838085,2.69531360407135,4.41214300485115
"49","16885917-8650-11e6-93e4-0050568a1344",1.07902387354035,0.240053426668077,0.647468134290495,1.56208234607577
"50","16886497-8650-11e6-93e4-0050568a1344",1.17025240712188,0.152708396235908,0.881969325296825,1.47576911612654
"51","168895b4-8650-11e6-93e4-0050568a1344",1.03250699524002,0.168372488321801,0.718996873680688,1.37015410167518
"52","1688ebe0-8650-11e6-93e4-0050568a1344",0.772656548285811,0.102380357185081,0.579460646327584,0.977486371828374
"53","1be5b4ee-fbb9-4418-a280-05153ea9f152",0.427969383265492,0.0905890116607281,0.262527609189417,0.609793600739308
"54","1d2d68a3-0583-47b4-9aba-cbdf405dd253",1.45254990397574,0.206589466620329,1.06542758222992,1.86677004414028
"55","1f244dd7-ce06-4782-8352-18485e0a2bad",1.14135993539044,0.193758254576582,0.7828549988205,1.53062638704072
"56","25b257e2-cb11-43a0-b979-ce6882639b84",0.929613877476704,0.16281854520404,0.631702037375267,1.25740784439773
"57","2c698f0b-f5fc-452b-bbb5-46fa67d10c18",1.0969042716048,0.207066560717548,0.715020627113694,1.51270951387356
"58","2eea9d72-b430-4229-b61f-77b68754f59e",0.581717976054176,0.126436314553485,0.353237846042108,0.835790942457138
"59","2f70ff18-2d15-4830-9837-b6b2a3dac43f",0.836416793419077,0.10903431178584,0.631403218699425,1.05516208832605
"60","30f14db2-dae8-400f-a2f4-efb62482cc8e",1.1612367567785,0.128340530030933,0.917123293858284,1.41771185324779
"61","321ccdeb-dc09-4362-8d68-cc507971f530",4.1750912057017,0.498086780049221,3.22432393278951,5.16945542792025
"62","3293316e-d36c-45e6-88cc-b33187d6b9ed",0.68873503453394,0.0954458829318075,0.509046879831502,0.880015334608122
"63","343da615-4bf8-4802-bf13-3ef069b55119",0.984998028973971,0.126066437851846,0.744580949822638,1.23637985280377
"64","38e1bd84-7ac7-4172-94cd-a1a4352cdb44",0.495132707703808,0.234766110301005,0.132455033717878,0.961760036459755
"65","3a3a682a-0f56-4ef6-9761-0c149ef46333",0.899600461133927,0.103101252201108,0.703799741795026,1.10569214400656
"66","3c8e681a-9de7-4fc5-8b54-3308fd77d2aa",1.39751285818072,0.215792960442668,0.990575104059812,1.82969435304033
"67","40516ed6-286c-48dd-853b-0e6380b8442d",0.785781627567704,0.118298248594268,0.562822734189413,1.02289341658683
"68","47e32d7e-2707-4cbc-98a0-8048446c0f60",2.45778240099269,0.44992580192835,1.6447708415906,3.36305788855302
"69","488b2fbc-fbb2-4cf6-9e7d-60289c537e41",0.841369351356871,0.116352383384522,0.620210727978565,1.07379559783913
"70","4dec7ba5-4230-491e-a235-4d4227946a9a",0.678767568050386,0.0824965142113965,0.522431057052479,0.843704708533799
"71","4ee3ad71-9e70-4e9c-aaa4-4de9b23c8529",0.742364815559842,0.125450340048958,0.507741393613607,0.993624069820828
"72","5597fa3c-0af7-4956-ba31-4b4bf77db9e4",0.500385450103868,0.0976867711723321,0.321184901244958,0.696666415148624
"73","58a09bc8-8d7c-40f3-8427-83bb19ec030e",0.939774701494851,0.191104656983603,0.591331178976617,1.32358229714856
"74","590dd5d9-e5ef-433d-a575-2111f82df6bf",1.33845411020898,0.185624920906862,0.988122618710432,1.70993891877441
"75","5997933e-21d4-49fc-b73f-a806ab2e0edb",0.82818401736864,0.15089070758439,0.552128698932676,1.13156683616398
"76","5c6b3874-e1e0-43c1-9e8f-0d1cbead2769",1.02976169503972,0.132686263958124,0.776309774560547,1.29383141182288
"77","5ccf8de7-dc5d-45e9-a396-a52796e66199",0.804040678956219,0.149700102474797,0.528581556883055,1.10467429925942
"78","5cf6a919-212c-4755-b7c4-4ff62c9cf719",1.87324625282727,0.30679670906224,1.30097299760964,2.4879985889393
"79","5fb3a5ab-81d2-45e0-bf3f-27445bc60006",0.583753438668903,0.0695311063807226,0.451132889581753,0.72243925683719
"80","6152b578-b744-4ef7-9570-80dc0371a028",1.26200473233105,0.163669712862266,0.951648138288903,1.58895036574871
