"","sex","verhoogde_tegemoetkoming","nis","age","population"
"1046","M",TRUE,35014,"(5,16]",83.2641892404482
"1047","M",TRUE,35014,"(16,50]",171.46159401872
"1048","M",TRUE,35014,"(50,65]",97.429085606796
"1049","M",TRUE,35014,"(65,85]",108.219056644712
"1050","M",TRUE,35014,"(85,110]",25.812180061325
"1051","M",TRUE,35029,"(-1,5]",34.6145165449592
"1052","M",TRUE,35029,"(5,16]",90.1091481445118
"1053","M",TRUE,35029,"(16,50]",206.449474929199
"1054","M",TRUE,35029,"(50,65]",163.163286363975
"1055","M",TRUE,35029,"(65,85]",248.399330438302
"1056","M",TRUE,35029,"(85,110]",54.2262435790524
"1057","M",TRUE,36006,"(-1,5]",37.7645588499542
"1058","M",TRUE,36006,"(5,16]",97.306606809026
"1059","M",TRUE,36006,"(16,50]",200.241955274017
"1060","M",TRUE,36006,"(50,65]",106.646229123006
"1061","M",TRUE,36006,"(65,85]",105.615777078995
"1062","M",TRUE,36006,"(85,110]",31.9098728650013
"1063","M",TRUE,36007,"(-1,5]",44.5173591047655
"1064","M",TRUE,36007,"(5,16]",108.21834365945
"1065","M",TRUE,36007,"(16,50]",240.206215683903
"1066","M",TRUE,36007,"(50,65]",117.632657797833
"1067","M",TRUE,36007,"(65,85]",130.817221349297
"1068","M",TRUE,36007,"(85,110]",32.9202024047516
"1069","M",TRUE,36008,"(-1,5]",117.811597680003
"1070","M",TRUE,36008,"(5,16]",279.670040421871
"1071","M",TRUE,36008,"(16,50]",631.272626914069
"1072","M",TRUE,36008,"(50,65]",291.130531704655
"1073","M",TRUE,36008,"(65,85]",350.806628922686
"1074","M",TRUE,36008,"(85,110]",95.0685743567162
"1075","M",TRUE,36010,"(-1,5]",42.9695542391306
"1076","M",TRUE,36010,"(5,16]",97.1657752881782
"1077","M",TRUE,36010,"(16,50]",202.521433477779
"1078","M",TRUE,36010,"(50,65]",99.807559544175
"1079","M",TRUE,36010,"(65,85]",110.461123468428
"1080","M",TRUE,36010,"(85,110]",29.7945539823094
"1081","M",TRUE,36011,"(-1,5]",38.1281666446412
"1082","M",TRUE,36011,"(5,16]",85.7024995770198
"1083","M",TRUE,36011,"(16,50]",178.062947712244
"1084","M",TRUE,36011,"(50,65]",87.6076668293231
"1085","M",TRUE,36011,"(65,85]",92.3551607379301
"1086","M",TRUE,36011,"(85,110]",25.7395584988418
"1087","M",TRUE,36012,"(-1,5]",59.757363351556
"1088","M",TRUE,36012,"(5,16]",131.332088080716
"1089","M",TRUE,36012,"(16,50]",260.505031157152
"1090","M",TRUE,36012,"(50,65]",126.837657005734
"1091","M",TRUE,36012,"(65,85]",147.332658762299
"1092","M",TRUE,36012,"(85,110]",37.1952016425419
"1093","M",TRUE,36015,"(-1,5]",346.436832519317
"1094","M",TRUE,36015,"(5,16]",791.205544577822
"1095","M",TRUE,36015,"(16,50]",1796.99312723763
"1096","M",TRUE,36015,"(50,65]",790.352149739361
"1097","M",TRUE,36015,"(65,85]",853.800961818443
"1098","M",TRUE,36015,"(85,110]",224.493384107429
"1099","M",TRUE,36019,"(-1,5]",63.514008961188
"1100","M",TRUE,36019,"(5,16]",122.742304904667
"1101","M",TRUE,36019,"(16,50]",284.160416572693
"1102","M",TRUE,36019,"(50,65]",130.022900172624
"1103","M",TRUE,36019,"(65,85]",143.628213331051
"1104","M",TRUE,36019,"(85,110]",48.6141560577765
"1105","M",TRUE,37002,"(-1,5]",32.0989635207755
"1106","M",TRUE,37002,"(5,16]",84.2892419870136
"1107","M",TRUE,37002,"(16,50]",164.506079163558
"1108","M",TRUE,37002,"(50,65]",81.5385660285702
"1109","M",TRUE,37002,"(65,85]",76.3409313319346
"1110","M",TRUE,37002,"(85,110]",24.3302179681481
"1111","M",TRUE,37007,"(-1,5]",41.1565115804912
"1112","M",TRUE,37007,"(5,16]",109.870454744639
"1113","M",TRUE,37007,"(16,50]",238.095790249044
"1114","M",TRUE,37007,"(50,65]",125.631766820053
"1115","M",TRUE,37007,"(65,85]",125.294173348092
"1116","M",TRUE,37007,"(85,110]",36.4953032576806
"1117","M",TRUE,37010,"(-1,5]",32.8016581941432
"1118","M",TRUE,37010,"(5,16]",71.533658710235
"1119","M",TRUE,37010,"(16,50]",151.946667801094
"1120","M",TRUE,37010,"(50,65]",76.0927947930581
"1121","M",TRUE,37010,"(65,85]",78.6362940110618
"1122","M",TRUE,37010,"(85,110]",16.7049264904084
"1123","M",TRUE,37011,"(-1,5]",26.1448694093425
"1124","M",TRUE,37011,"(5,16]",69.05287921901
"1125","M",TRUE,37011,"(16,50]",144.23233547409
"1126","M",TRUE,37011,"(50,65]",67.4460861447773
"1127","M",TRUE,37011,"(65,85]",71.8297987411074
"1128","M",TRUE,37011,"(85,110]",18.0140310116724
"1129","M",TRUE,37012,"(-1,5]",19.1437512206781
"1130","M",TRUE,37012,"(5,16]",45.7553677334861
"1131","M",TRUE,37012,"(16,50]",95.6476689998475
"1132","M",TRUE,37012,"(50,65]",51.1258480167768
"1133","M",TRUE,37012,"(65,85]",48.9543433622641
"1134","M",TRUE,37012,"(85,110]",17.8850206669473
"1135","M",TRUE,37015,"(-1,5]",85.7352704671271
"1136","M",TRUE,37015,"(5,16]",215.122654139844
"1137","M",TRUE,37015,"(16,50]",462.66576823904
"1138","M",TRUE,37015,"(50,65]",226.372443522157
"1139","M",TRUE,37015,"(65,85]",257.003241623068
"1140","M",TRUE,37015,"(85,110]",62.1566220087636
"1141","M",TRUE,37017,"(-1,5]",46.0462592234436
"1142","M",TRUE,37017,"(5,16]",111.737691189567
"1143","M",TRUE,37017,"(16,50]",222.704919242295
"1144","M",TRUE,37017,"(50,65]",98.872324170052
"1145","M",TRUE,37017,"(65,85]",96.9875051135684
"1146","M",TRUE,37017,"(85,110]",28.0273010610743
"1147","M",TRUE,37018,"(-1,5]",58.3885739836646
"1148","M",TRUE,37018,"(5,16]",142.174365689216
"1149","M",TRUE,37018,"(16,50]",280.260179904677
"1150","M",TRUE,37018,"(50,65]",134.121262802358
"1151","M",TRUE,37018,"(65,85]",141.168117869104
"1152","M",TRUE,37018,"(85,110]",47.8604997509809
"1153","M",TRUE,37020,"(-1,5]",35.238426482193
"1154","M",TRUE,37020,"(5,16]",84.511079192779
"1155","M",TRUE,37020,"(16,50]",181.870973322951
"1156","M",TRUE,37020,"(50,65]",100.083933882622
"1157","M",TRUE,37020,"(65,85]",108.368494732562
"1158","M",TRUE,37020,"(85,110]",31.6070923868927
"1159","M",TRUE,38002,"(-1,5]",28.3905261686636
"1160","M",TRUE,38002,"(5,16]",69.6458110287493
"1161","M",TRUE,38002,"(16,50]",132.155049740222
"1162","M",TRUE,38002,"(50,65]",62.9853492160354
"1163","M",TRUE,38002,"(65,85]",60.3477472006604
"1164","M",TRUE,38002,"(85,110]",22.6055166456694
"1165","M",TRUE,38008,"(-1,5]",51.2145819711455
"1166","M",TRUE,38008,"(5,16]",129.515692257623
"1167","M",TRUE,38008,"(16,50]",280.203695103853
"1168","M",TRUE,38008,"(50,65]",190.769089269195
"1169","M",TRUE,38008,"(65,85]",286.293441488397
"1170","M",TRUE,38008,"(85,110]",51.4634999097867
"1171","M",TRUE,38014,"(-1,5]",41.8997436845259
"1172","M",TRUE,38014,"(5,16]",134.86345115678
"1173","M",TRUE,38014,"(16,50]",307.68728239162
"1174","M",TRUE,38014,"(50,65]",296.752114408177
"1175","M",TRUE,38014,"(65,85]",527.231154550952
"1176","M",TRUE,38014,"(85,110]",94.9162538079454
"1177","M",TRUE,38016,"(-1,5]",37.5824032739032
"1178","M",TRUE,38016,"(5,16]",105.611148426044
"1179","M",TRUE,38016,"(16,50]",240.693862885922
"1180","M",TRUE,38016,"(50,65]",196.873742219295
"1181","M",TRUE,38016,"(65,85]",311.013554842321
"1182","M",TRUE,38016,"(85,110]",68.1772883525149
"1183","M",TRUE,38025,"(-1,5]",53.3295351653815
"1184","M",TRUE,38025,"(5,16]",122.940310529781
"1185","M",TRUE,38025,"(16,50]",279.416339512575
"1186","M",TRUE,38025,"(50,65]",145.957519360538
"1187","M",TRUE,38025,"(65,85]",174.719756496584
"1188","M",TRUE,38025,"(85,110]",57.3185389351405
"1189","M",TRUE,41002,"(-1,5]",489.125416893074
"1190","M",TRUE,41002,"(5,16]",1091.25641871985
"1191","M",TRUE,41002,"(16,50]",2281.18817470917
"1192","M",TRUE,41002,"(50,65]",1139.90957812618
"1193","M",TRUE,41002,"(65,85]",1110.83497200156
"1194","M",TRUE,41002,"(85,110]",293.558439550163
"1195","M",TRUE,41011,"(-1,5]",114.169789129814
"1196","M",TRUE,41011,"(5,16]",281.308318666269
"1197","M",TRUE,41011,"(16,50]",493.285484315455
"1198","M",TRUE,41011,"(50,65]",244.032605977572
"1199","M",TRUE,41011,"(65,85]",217.403252945602
"1200","M",TRUE,41011,"(85,110]",54.4425489652867
"1201","M",TRUE,41018,"(-1,5]",156.626531866007
"1202","M",TRUE,41018,"(5,16]",431.001679415581
"1203","M",TRUE,41018,"(16,50]",858.192124839406
"1204","M",TRUE,41018,"(50,65]",451.617619035372
"1205","M",TRUE,41018,"(65,85]",461.090173593602
"1206","M",TRUE,41018,"(85,110]",94.0118712500314
"1207","M",TRUE,41024,"(-1,5]",69.8371000488811
"1208","M",TRUE,41024,"(5,16]",162.20437973844
"1209","M",TRUE,41024,"(16,50]",335.521140895936
"1210","M",TRUE,41024,"(50,65]",185.216218952593
"1211","M",TRUE,41024,"(65,85]",181.592632422762
"1212","M",TRUE,41024,"(85,110]",47.2465279413885
"1213","M",TRUE,41027,"(-1,5]",61.5591301113733
"1214","M",TRUE,41027,"(5,16]",143.32444406689
"1215","M",TRUE,41027,"(16,50]",319.855321984875
"1216","M",TRUE,41027,"(50,65]",162.395879459566
"1217","M",TRUE,41027,"(65,85]",157.524658974191
"1218","M",TRUE,41027,"(85,110]",35.7475654031048
"1219","M",TRUE,41034,"(-1,5]",64.522110356672
"1220","M",TRUE,41034,"(5,16]",180.334045262041
"1221","M",TRUE,41034,"(16,50]",347.018668846245
"1222","M",TRUE,41034,"(50,65]",179.724145103677
"1223","M",TRUE,41034,"(65,85]",196.3384764319
"1224","M",TRUE,41034,"(85,110]",38.6775539994651
"1225","M",TRUE,41048,"(-1,5]",203.181059706351
"1226","M",TRUE,41048,"(5,16]",494.403631332116
"1227","M",TRUE,41048,"(16,50]",947.696279431414
"1228","M",TRUE,41048,"(50,65]",489.270267164435
"1229","M",TRUE,41048,"(65,85]",524.955000934174
"1230","M",TRUE,41048,"(85,110]",105.49876143151
"1231","M",TRUE,41063,"(-1,5]",30.9624251173726
"1232","M",TRUE,41063,"(5,16]",88.4876972113571
"1233","M",TRUE,41063,"(16,50]",176.960046853008
"1234","M",TRUE,41063,"(50,65]",87.3915717676269
"1235","M",TRUE,41063,"(65,85]",87.7142458903608
"1236","M",TRUE,41063,"(85,110]",24.4450131602742
"1237","M",TRUE,41081,"(-1,5]",81.1533075686599
"1238","M",TRUE,41081,"(5,16]",199.880779744092
"1239","M",TRUE,41081,"(16,50]",426.111337444927
"1240","M",TRUE,41081,"(50,65]",228.523375504535
"1241","M",TRUE,41081,"(65,85]",235.851322745334
"1242","M",TRUE,41081,"(85,110]",54.834876992451
"1243","M",TRUE,41082,"(-1,5]",70.103794661812
"1244","M",TRUE,41082,"(5,16]",153.707280069074
"1245","M",TRUE,41082,"(16,50]",342.872147043197
"1246","M",TRUE,41082,"(50,65]",191.200357163698
"1247","M",TRUE,41082,"(65,85]",192.375550214469
"1248","M",TRUE,41082,"(85,110]",50.4628708477503
"1249","M",TRUE,42003,"(-1,5]",53.4523949577578
"1250","M",TRUE,42003,"(5,16]",144.284560182453
"1251","M",TRUE,42003,"(16,50]",300.452162539291
"1252","M",TRUE,42003,"(50,65]",164.179255176327
"1253","M",TRUE,42003,"(65,85]",167.469679231099
"1254","M",TRUE,42003,"(85,110]",32.2179479130711
"1255","M",TRUE,42004,"(-1,5]",42.9947183260664
"1256","M",TRUE,42004,"(5,16]",105.124795304301
"1257","M",TRUE,42004,"(16,50]",211.650451363563
"1258","M",TRUE,42004,"(50,65]",117.738218113501
"1259","M",TRUE,42004,"(65,85]",121.750142684862
"1260","M",TRUE,42004,"(85,110]",24.5316742077063
"1261","M",TRUE,42006,"(-1,5]",213.552733286148
"1262","M",TRUE,42006,"(5,16]",506.187287583617
"1263","M",TRUE,42006,"(16,50]",1064.93761833872
"1264","M",TRUE,42006,"(50,65]",557.142524902087
"1265","M",TRUE,42006,"(65,85]",574.939517151361
"1266","M",TRUE,42006,"(85,110]",119.304318738063
"1267","M",TRUE,42008,"(-1,5]",119.016392698477
"1268","M",TRUE,42008,"(5,16]",287.414320575605
"1269","M",TRUE,42008,"(16,50]",560.222367177036
"1270","M",TRUE,42008,"(50,65]",252.798836008719
"1271","M",TRUE,42008,"(65,85]",286.352083598525
"1272","M",TRUE,42008,"(85,110]",60.9949999416377
"1273","M",TRUE,42010,"(-1,5]",36.0416692756076
"1274","M",TRUE,42010,"(5,16]",91.1080476489861
"1275","M",TRUE,42010,"(16,50]",183.89236023229
"1276","M",TRUE,42010,"(50,65]",101.676954081149
"1277","M",TRUE,42010,"(65,85]",117.18923440561
"1278","M",TRUE,42010,"(85,110]",25.9197343563572
"1279","M",TRUE,42011,"(-1,5]",77.635481335415
"1280","M",TRUE,42011,"(5,16]",195.700438839016
"1281","M",TRUE,42011,"(16,50]",379.056773387932
"1282","M",TRUE,42011,"(50,65]",185.438821740975
"1283","M",TRUE,42011,"(65,85]",196.270691517505
"1284","M",TRUE,42011,"(85,110]",41.3187931791578
"1285","M",TRUE,42023,"(-1,5]",42.3095220250209
"1286","M",TRUE,42023,"(5,16]",103.996744520393
"1287","M",TRUE,42023,"(16,50]",199.66609786771
"1288","M",TRUE,42023,"(50,65]",108.707011092258
"1289","M",TRUE,42023,"(65,85]",120.26415485656
"1290","M",TRUE,42023,"(85,110]",18.8364696380579
"1291","M",TRUE,42025,"(-1,5]",134.05426038891
"1292","M",TRUE,42025,"(5,16]",297.186343031009
"1293","M",TRUE,42025,"(16,50]",624.200675804185
"1294","M",TRUE,42025,"(50,65]",311.689629013164
"1295","M",TRUE,42025,"(65,85]",316.852067902072
"1296","M",TRUE,42025,"(85,110]",70.4750238606602
"1297","M",TRUE,42026,"(-1,5]",30.6566364969526
"1298","M",TRUE,42026,"(5,16]",87.1226922520013
"1299","M",TRUE,42026,"(16,50]",184.966602957376
"1300","M",TRUE,42026,"(50,65]",96.2626668413844
"1301","M",TRUE,42026,"(65,85]",91.6176390260727
"1302","M",TRUE,42026,"(85,110]",20.3227624262131
"1303","M",TRUE,42028,"(-1,5]",95.4813114596421
"1304","M",TRUE,42028,"(5,16]",231.31014305411
"1305","M",TRUE,42028,"(16,50]",469.773038097195
"1306","M",TRUE,42028,"(50,65]",219.646889063664
"1307","M",TRUE,42028,"(65,85]",228.845406120483
"1308","M",TRUE,42028,"(85,110]",46.8122122049061
"1309","M",TRUE,43002,"(-1,5]",43.4082515880781
"1310","M",TRUE,43002,"(5,16]",100.493773755141
"1311","M",TRUE,43002,"(16,50]",219.685906598444
"1312","M",TRUE,43002,"(50,65]",124.373591308735
"1313","M",TRUE,43002,"(65,85]",127.061938491109
"1314","M",TRUE,43002,"(85,110]",30.4395382584935
"1315","M",TRUE,43005,"(-1,5]",108.66424013445
"1316","M",TRUE,43005,"(5,16]",272.984330213471
"1317","M",TRUE,43005,"(16,50]",602.342476975145
"1318","M",TRUE,43005,"(50,65]",287.112199050149
"1319","M",TRUE,43005,"(65,85]",352.929521848752
"1320","M",TRUE,43005,"(85,110]",95.927231778034
"1321","M",TRUE,43007,"(-1,5]",18.5782540269024
"1322","M",TRUE,43007,"(5,16]",45.4266880731681
"1323","M",TRUE,43007,"(16,50]",98.8002096847272
"1324","M",TRUE,43007,"(50,65]",52.2896909738641
"1325","M",TRUE,43007,"(65,85]",61.7310125363197
"1326","M",TRUE,43007,"(85,110]",13.8281447050186
"1327","M",TRUE,43010,"(-1,5]",83.2920126438765
"1328","M",TRUE,43010,"(5,16]",205.474797305311
"1329","M",TRUE,43010,"(16,50]",447.28531438379
"1330","M",TRUE,43010,"(50,65]",234.450568406133
"1331","M",TRUE,43010,"(65,85]",258.55244726178
"1332","M",TRUE,43010,"(85,110]",66.8458599991093
"1333","M",TRUE,43014,"(-1,5]",23.7435387195889
"1334","M",TRUE,43014,"(5,16]",57.9858027320798
"1335","M",TRUE,43014,"(16,50]",121.076391622774
"1336","M",TRUE,43014,"(50,65]",68.6120362920712
"1337","M",TRUE,43014,"(65,85]",71.1626610911971
"1338","M",TRUE,43014,"(85,110]",19.4095695422885
"1339","M",TRUE,43018,"(-1,5]",76.3190406019132
"1340","M",TRUE,43018,"(5,16]",167.133792316476
"1341","M",TRUE,43018,"(16,50]",363.650280014849
"1342","M",TRUE,43018,"(50,65]",175.824456243796
"1343","M",TRUE,43018,"(65,85]",198.150201345541
"1344","M",TRUE,43018,"(85,110]",45.2902294774253
"1345","M",TRUE,44012,"(-1,5]",18.7295694113938
"1346","M",TRUE,44012,"(5,16]",45.3898934315947
"1347","M",TRUE,44012,"(16,50]",87.1638658668784
"1348","M",TRUE,44012,"(50,65]",49.5852025390352
"1349","M",TRUE,44012,"(65,85]",58.336701603298
"1350","M",TRUE,44012,"(85,110]",12.4197671477999
"1351","M",TRUE,44013,"(-1,5]",50.8710854772234
"1352","M",TRUE,44013,"(5,16]",125.091049351413
"1353","M",TRUE,44013,"(16,50]",235.728975768455
"1354","M",TRUE,44013,"(50,65]",126.469103788629
"1355","M",TRUE,44013,"(65,85]",149.759549139629
"1356","M",TRUE,44013,"(85,110]",35.3292364746505
"1357","M",TRUE,44019,"(-1,5]",108.488145932865
"1358","M",TRUE,44019,"(5,16]",256.517270447924
"1359","M",TRUE,44019,"(16,50]",520.554195187023
"1360","M",TRUE,44019,"(50,65]",266.706591732183
"1361","M",TRUE,44019,"(65,85]",285.054182915329
"1362","M",TRUE,44019,"(85,110]",80.8296137846767
"1363","M",TRUE,44020,"(-1,5]",36.0911515387978
"1364","M",TRUE,44020,"(5,16]",82.2291405734555
"1365","M",TRUE,44020,"(16,50]",181.689087079187
"1366","M",TRUE,44020,"(50,65]",105.011103551083
"1367","M",TRUE,44020,"(65,85]",103.840438905289
"1368","M",TRUE,44020,"(85,110]",22.0190783521876
"1369","M",TRUE,44021,"(-1,5]",1962.97795446174
"1370","M",TRUE,44021,"(5,16]",3971.16854481778
"1371","M",TRUE,44021,"(16,50]",10563.9819954133
"1372","M",TRUE,44021,"(50,65]",3427.88620002477
"1373","M",TRUE,44021,"(65,85]",3513.34208082787
"1374","M",TRUE,44021,"(85,110]",1004.90922445449
"1375","M",TRUE,44034,"(-1,5]",52.0246976540812
"1376","M",TRUE,44034,"(5,16]",140.754283797129
"1377","M",TRUE,44034,"(16,50]",277.914884749174
"1378","M",TRUE,44034,"(50,65]",145.153678239529
"1379","M",TRUE,44034,"(65,85]",151.558717702752
"1380","M",TRUE,44034,"(85,110]",32.2257378573342
"1381","M",TRUE,44040,"(-1,5]",32.3886080002826
"1382","M",TRUE,44040,"(5,16]",75.9242163359648
"1383","M",TRUE,44040,"(16,50]",150.101015842087
"1384","M",TRUE,44040,"(50,65]",66.0943469290779
"1385","M",TRUE,44040,"(65,85]",74.3926210058513
"1386","M",TRUE,44040,"(85,110]",19.3471918867366
"1387","M",TRUE,44043,"(-1,5]",76.2759566204768
"1388","M",TRUE,44043,"(5,16]",167.792729253951
"1389","M",TRUE,44043,"(16,50]",360.947978083717
"1390","M",TRUE,44043,"(50,65]",174.691409436596
"1391","M",TRUE,44043,"(65,85]",190.563220832494
"1392","M",TRUE,44043,"(85,110]",46.8007057727662
"1393","M",TRUE,44045,"(-1,5]",20.5006793752817
"1394","M",TRUE,44045,"(5,16]",55.723219072107
"1395","M",TRUE,44045,"(16,50]",106.360494510162
"1396","M",TRUE,44045,"(50,65]",50.3114023978546
"1397","M",TRUE,44045,"(65,85]",54.083963578317
"1398","M",TRUE,44045,"(85,110]",14.3402410662777
"1399","M",TRUE,44048,"(-1,5]",36.5087258756544
"1400","M",TRUE,44048,"(5,16]",82.9603256975857
"1401","M",TRUE,44048,"(16,50]",177.214562358525
"1402","M",TRUE,44048,"(50,65]",97.2092086812565
"1403","M",TRUE,44048,"(65,85]",103.472045412766
"1404","M",TRUE,44048,"(85,110]",27.2191319742124
"1405","M",TRUE,44052,"(-1,5]",38.8590019292928
"1406","M",TRUE,44052,"(5,16]",87.3742609141802
"1407","M",TRUE,44052,"(16,50]",172.087235554523
"1408","M",TRUE,44052,"(50,65]",91.8199820241008
"1409","M",TRUE,44052,"(65,85]",85.3998457144712
"1410","M",TRUE,44052,"(85,110]",21.1516738634324
"1411","M",TRUE,44064,"(-1,5]",12.0451913502365
"1412","M",TRUE,44064,"(5,16]",34.0553565215893
"1413","M",TRUE,44064,"(16,50]",60.6080479716342
"1414","M",TRUE,44064,"(50,65]",40.0082277012061
"1415","M",TRUE,44064,"(65,85]",50.1806741700073
"1416","M",TRUE,44064,"(85,110]",14.0665022853267
"1417","M",TRUE,44073,"(-1,5]",25.6908723035876
"1418","M",TRUE,44073,"(5,16]",67.8023910068257
"1419","M",TRUE,44073,"(16,50]",133.351762362466
"1420","M",TRUE,44073,"(50,65]",65.8169941114626
"1421","M",TRUE,44073,"(65,85]",83.9954436638775
"1422","M",TRUE,44073,"(85,110]",15.8755365517805
"1423","M",TRUE,44081,"(-1,5]",56.0847814857487
"1424","M",TRUE,44081,"(5,16]",128.144417594714
"1425","M",TRUE,44081,"(16,50]",266.631017804795
"1426","M",TRUE,44081,"(50,65]",134.247669147003
"1427","M",TRUE,44081,"(65,85]",120.450292304742
"1428","M",TRUE,44081,"(85,110]",28.8628216629971
"1429","M",TRUE,44083,"(-1,5]",150.445637751921
"1430","M",TRUE,44083,"(5,16]",366.767068075055
"1431","M",TRUE,44083,"(16,50]",757.02627455005
"1432","M",TRUE,44083,"(50,65]",369.168256146336
"1433","M",TRUE,44083,"(65,85]",395.662488037767
"1434","M",TRUE,44083,"(85,110]",101.805275438872
"1435","M",TRUE,44084,"(-1,5]",74.9626584964062
"1436","M",TRUE,44084,"(5,16]",212.123969984779
"1437","M",TRUE,44084,"(16,50]",444.13785965568
"1438","M",TRUE,44084,"(50,65]",220.963546577089
"1439","M",TRUE,44084,"(65,85]",245.446094234327
"1440","M",TRUE,44084,"(85,110]",63.6048710517185
"1441","M",TRUE,44085,"(-1,5]",75.6341512073933
"1442","M",TRUE,44085,"(5,16]",191.221538129083
"1443","M",TRUE,44085,"(16,50]",389.787900440738
"1444","M",TRUE,44085,"(50,65]",226.97091919738
"1445","M",TRUE,44085,"(65,85]",265.068748418401
"1446","M",TRUE,44085,"(85,110]",67.6017426070039
"1447","M",TRUE,45035,"(-1,5]",112.34542197233
"1448","M",TRUE,45035,"(5,16]",303.716426404336
"1449","M",TRUE,45035,"(16,50]",637.194168514556
"1450","M",TRUE,45035,"(50,65]",322.395696170257
"1451","M",TRUE,45035,"(65,85]",330.737707136744
"1452","M",TRUE,45035,"(85,110]",78.8705798017772
"1453","M",TRUE,45041,"(-1,5]",244.277215730352
"1454","M",TRUE,45041,"(5,16]",622.853124818992
"1455","M",TRUE,45041,"(16,50]",1035.5530247165
"1456","M",TRUE,45041,"(50,65]",458.905308243272
"1457","M",TRUE,45041,"(65,85]",474.759490780556
"1458","M",TRUE,45041,"(85,110]",128.563835710323
"1459","M",TRUE,45059,"(-1,5]",48.4468148689249
"1460","M",TRUE,45059,"(5,16]",120.847524287499
"1461","M",TRUE,45059,"(16,50]",242.228500234481
"1462","M",TRUE,45059,"(50,65]",133.832431612279
"1463","M",TRUE,45059,"(65,85]",135.586412167626
"1464","M",TRUE,45059,"(85,110]",30.9303168291905
"1465","M",TRUE,45060,"(-1,5]",21.5317056873507
"1466","M",TRUE,45060,"(5,16]",55.8694046569386
"1467","M",TRUE,45060,"(16,50]",112.97661086367
"1468","M",TRUE,45060,"(50,65]",51.8523995126424
"1469","M",TRUE,45060,"(65,85]",54.2055446603116
"1470","M",TRUE,45060,"(85,110]",16.0013346190867
"1471","M",TRUE,45061,"(-1,5]",16.8106166615781
"1472","M",TRUE,45061,"(5,16]",39.9512829552584
"1473","M",TRUE,45061,"(16,50]",79.2156711056939
"1474","M",TRUE,45061,"(50,65]",43.8542651494719
"1475","M",TRUE,45061,"(65,85]",44.4036900040222
"1476","M",TRUE,45061,"(85,110]",8.85347412397549
"1477","M",TRUE,45062,"(-1,5]",3.39060604922797
"1478","M",TRUE,45062,"(5,16]",10.8710419978853
"1479","M",TRUE,45062,"(16,50]",23.43135171873
"1480","M",TRUE,45062,"(50,65]",13.9782258763559
"1481","M",TRUE,45062,"(65,85]",15.4690544750327
"1482","M",TRUE,45062,"(85,110]",7.33971988276811
"1483","M",TRUE,45063,"(-1,5]",19.7676407282179
"1484","M",TRUE,45063,"(5,16]",54.1595633082675
"1485","M",TRUE,45063,"(16,50]",100.566289209359
"1486","M",TRUE,45063,"(50,65]",55.0707686446392
"1487","M",TRUE,45063,"(65,85]",55.1629920223161
"1488","M",TRUE,45063,"(85,110]",16.5737460872001
"1489","M",TRUE,45064,"(-1,5]",13.9420881022802
"1490","M",TRUE,45064,"(5,16]",38.0196157451431
"1491","M",TRUE,45064,"(16,50]",78.9945902280812
"1492","M",TRUE,45064,"(50,65]",48.5701533031793
"1493","M",TRUE,45064,"(65,85]",49.833308113566
"1494","M",TRUE,45064,"(85,110]",16.8002445077502
"1495","M",TRUE,45065,"(-1,5]",20.0595069682904
"1496","M",TRUE,45065,"(5,16]",56.77051823791
"1497","M",TRUE,45065,"(16,50]",106.198453305245
"1498","M",TRUE,45065,"(50,65]",63.3046926147571
"1499","M",TRUE,45065,"(65,85]",58.1786624998759
"1500","M",TRUE,45065,"(85,110]",12.9101663739213
"1501","M",TRUE,45068,"(-1,5]",46.9629208580032
"1502","M",TRUE,45068,"(5,16]",113.275580244761
"1503","M",TRUE,45068,"(16,50]",236.989269686158
"1504","M",TRUE,45068,"(50,65]",123.042740008492
"1505","M",TRUE,45068,"(65,85]",117.769672548044
"1506","M",TRUE,45068,"(85,110]",31.7278166545417
"1507","M",TRUE,46003,"(-1,5]",166.448532034196
"1508","M",TRUE,46003,"(5,16]",422.199783780191
"1509","M",TRUE,46003,"(16,50]",866.307589496624
"1510","M",TRUE,46003,"(50,65]",444.842204790269
"1511","M",TRUE,46003,"(65,85]",497.542433153005
"1512","M",TRUE,46003,"(85,110]",109.475456745716
"1513","M",TRUE,46013,"(-1,5]",60.2175084052681
"1514","M",TRUE,46013,"(5,16]",162.393021100111
"1515","M",TRUE,46013,"(16,50]",304.151413030346
"1516","M",TRUE,46013,"(50,65]",149.392483615783
"1517","M",TRUE,46013,"(65,85]",168.635088839133
"1518","M",TRUE,46013,"(85,110]",40.7424850093583
"1519","M",TRUE,46014,"(-1,5]",229.174971899256
"1520","M",TRUE,46014,"(5,16]",545.79256511713
"1521","M",TRUE,46014,"(16,50]",1063.83281296261
"1522","M",TRUE,46014,"(50,65]",481.474581831784
"1523","M",TRUE,46014,"(65,85]",504.917517927051
"1524","M",TRUE,46014,"(85,110]",88.647550262163
"1525","M",TRUE,46020,"(-1,5]",67.7478203251853
"1526","M",TRUE,46020,"(5,16]",179.1817478926
"1527","M",TRUE,46020,"(16,50]",355.227620686767
"1528","M",TRUE,46020,"(50,65]",172.540974304241
"1529","M",TRUE,46020,"(65,85]",191.215962845875
"1530","M",TRUE,46020,"(85,110]",45.1308739453314
"1531","M",TRUE,46021,"(-1,5]",620.342675853019
"1532","M",TRUE,46021,"(5,16]",1366.25909315455
"1533","M",TRUE,46021,"(16,50]",2570.66682635516
